2015-07-01 00:00:01	order	U312622727	P0006944501	1	1069
2015-07-01 00:00:03	order	U239012343	P0006018073	1	1680
2015-07-01 00:00:19	order	U10007697373	P0002267974	1	285
2015-07-01 00:01:10	order	U296328517	P0016144236	1	550
2015-07-01 00:01:36	order	U300884570	P0014516980122	1	249
2015-07-01 00:01:48	order	U451050374	P0004134266	1	1780
2015-07-01 00:01:58	order	U465124055	P0012662252	1	488
2015-07-01 00:02:18	order	U403001364	P0004401294	1	276
2015-07-01 00:03:12	order	U465123247	P0000319874	1	2199
2015-07-01 00:03:45	order	U311808547	P0006944501	1	1069
2015-07-01 00:04:40	order	U178630660	P0003248055	1	799
2015-07-01 00:05:03	order	U339736346	P0018924850	2	792
2015-07-01 00:05:25	order	U465125772	P0013850723	1	2980
2015-07-01 00:05:31	order	U465125671	P0003448524	2	390
2015-07-01 00:08:06	order	U46498056	P0002689481	1	702
2015-07-01 00:08:28	order	U349686362	P0005667605	1	488
2015-07-01 00:09:31	order	U234579365	P0024026973	1	198
2015-07-01 00:10:18	order	U438707274	P0023733533	1	1710
2015-07-01 00:10:37	order	U438707274	P0023733533	1	1710
2015-07-01 00:11:49	order	U328995856	P0006696550	1	12690
2015-07-01 00:12:04	order	U10027991442	P0013856113	1	1653
2015-07-01 00:12:05	order	U464930444	P0018645756	1	1180
2015-07-01 00:13:13	order	U42380052	P0014555450	1	472
2015-07-01 00:13:22	order	U328910550	P0006304712	1	399
2015-07-01 00:14:43	order	U440888317	P0022827254	1	599
2015-07-01 00:14:49	order	U357130444	P0019464034	1	2990
2015-07-01 00:14:51	order	U465125065	P0022588156	1	1782
2015-07-01 00:14:59	order	U139098153	P0014252055	1	1636
2015-07-01 00:15:11	order	U10010660863	P0002762395	1	1780
2015-07-01 00:15:52	order	U415086728	P0018282261	1	990
2015-07-01 00:16:18	order	U226050617	P0012677372	1	399
2015-07-01 00:17:38	order	U33080036	P0009922054	1	2990
2015-07-01 00:18:10	order	U46512620	P0022827254	1	599
2015-07-01 00:18:10	order	U383410443	P0007174860	1	799
2015-07-01 00:18:37	order	U46513478	P0023728806	2	899
2015-07-01 00:19:49	order	U465140465	P0022810650015	1	850
2015-07-01 00:19:52	order	U395982321	P0018435450051	1	199
2015-07-01 00:20:08	order	U139098153	P0014252055	1	1636
2015-07-01 00:20:08	order	U321034864	P0013018320	1	25235
2015-07-01 00:22:07	order	U34197240	P0020100172	2	199
2015-07-01 00:22:51	order	U10070718237	P0009871690006	1	799
2015-07-01 00:23:51	order	U321151374	P0002105692	1	1180
2015-07-01 00:26:13	order	U46514237	P0014302110001	1	1588
2015-07-01 00:26:42	order	U464662661	P0018979656	1	928
2015-07-01 00:27:12	order	U44921030	P0004134266	1	1780
2015-07-01 00:27:21	order	U347191057	P0018639703	1	1099
2015-07-01 00:29:09	order	U356530349	P0005720470011	1	229
2015-07-01 00:29:48	order	U139098153	P0024126281	1	3689
2015-07-01 00:30:02	order	U465126075	P0023532736	1	999
2015-07-01 00:32:17	order	U355550631	P0018290060040	1	199
2015-07-01 00:35:56	order	U337977312	P0003594673	1	529
2015-07-01 00:36:35	order	U393805241	P0005541530035	1	390
2015-07-01 00:36:40	order	U463790339	P0023257660020	1	1584
2015-07-01 00:36:54	order	U270265330	P0000270281	1	1010
2015-07-01 00:36:59	order	U461270318	P0018504861	1	2299
2015-07-01 00:37:36	order	U331242337	P0007389933	1	2700
2015-07-01 00:38:05	order	U426039461	P0018904070032	1	2057
2015-07-01 00:38:12	order	U384336261	P0003921374	1	945
2015-07-01 00:38:32	order	U465116052	P0018515960002	1	1050
2015-07-01 00:38:57	order	U462286314	P0005924494	1	838
2015-07-01 00:39:22	order	U465146448	P0006173160	3	1076
2015-07-01 00:40:04	order	U465146549	P0013371621	1	10799
2015-07-01 00:41:02	order	U465148367	P0013830520001	1	549
2015-07-01 00:42:40	order	U18122005	P0000698795	2	699
2015-07-01 00:43:36	order	U437700416	P0013294770016	1	699
2015-07-01 00:44:17	order	U461572436	P0021949443	1	899
2015-07-01 00:45:37	order	U460602034	P0019801051	1	599
2015-07-01 00:45:43	order	U325164815	P0023631683	1	499
2015-07-01 00:45:43	order	U180944017	P0014560652	1	849
2015-07-01 00:45:58	order	U465147155	P0001990866	1	645
2015-07-01 00:47:50	order	U461572436	P0021949443	1	899
2015-07-01 00:48:16	order	U465144630	P0002666910013	1	2518
2015-07-01 00:48:25	order	U340850321	P0022498652	1	13500
2015-07-01 00:48:38	order	U233982425	P0018786680010	1	990
2015-07-01 00:48:53	order	U462284573	P0010849974	1	999
2015-07-01 00:48:59	order	U330273854	P0007389933	1	2700
2015-07-01 00:49:19	order	U461572436	P0021949443	1	899
2015-07-01 00:50:42	order	U139098153	P0007264320	1	549
2015-07-01 00:50:53	order	U461572436	P0021949443	1	899
2015-07-01 00:52:24	order	U10104324370	P0003770163	1	199
2015-07-01 00:53:18	order	U403148472	P0004134266	1	1780
2015-07-01 00:53:20	order	U12470953	P0023602121	1	466
2015-07-01 00:54:01	order	U10120158826	P0022360601	1	699
2015-07-01 00:54:04	order	U233982425	P0009677566	1	699
2015-07-01 00:54:14	order	U356648475	P0023467990	1	1499
2015-07-01 00:54:45	order	U46514248	P0022163930025	1	672
2015-07-01 00:56:32	order	U437095853	P0007059146	1	749
2015-07-01 00:57:15	order	U163917273	P0023731514	1	899
2015-07-01 00:57:55	order	U465151118	P0018706250032	1	1422
2015-07-01 00:58:24	order	U465147256	P0003835856	1	290
2015-07-01 00:59:16	order	U465150411	P0007371652	3	119
2015-07-01 00:59:47	order	U1002870385	P0004284685	1	5250
2015-07-01 00:59:47	order	U465115850	P0014303284	1	499
2015-07-01 01:00:53	order	U465150916	P0023959890043	1	605
2015-07-01 01:02:14	order	U185124713	P0023724850015	1	4800
2015-07-01 01:03:06	order	U331352359	P0005680264	1	1199
2015-07-01 01:07:12	order	U10120158826	P0022016046	1	1099
2015-07-01 01:07:24	order	U463095016	P0005924494	1	838
2015-07-01 01:07:55	order	U185124713	P0023724850041	1	4800
2015-07-01 01:08:15	order	U456915350	P0018652690	1	3980
2015-07-01 01:09:48	order	U1002870385	P0005841124	1	1490
2015-07-01 01:10:32	order	U465151017	P0006247496	1	2699
2015-07-01 01:11:02	order	U10057568354	P0014460250055	1	1332
2015-07-01 01:13:19	order	U21807973	P0014596783	1	4100
2015-07-01 01:13:30	order	U185124713	P0023724850030	1	4800
2015-07-01 01:14:49	order	U200694113	P0002089650006	1	3390
2015-07-01 01:14:58	order	U465154350	P0004519852	1	699
2015-07-01 01:16:21	order	U465156471	P0007566860	1	2280
2015-07-01 01:16:44	order	U465144327	P0012242731	1	NA
2015-07-01 01:16:52	order	U364078470	P0005634683	1	920
2015-07-01 01:17:47	order	U148473218	P0023907726	1	5990
2015-07-01 01:18:10	order	U465156471	P0015194056	1	1080
2015-07-01 01:18:47	order	U402552643	P0003608872	1	650
2015-07-01 01:20:18	order	U465156370	P0009413482	1	888
2015-07-01 01:20:52	order	U292737263	P0007258123	1	3690
2015-07-01 01:23:35	order	U42299994	P0000341073	1	1650
2015-07-01 01:24:22	order	U292737263	P0003014476	1	198
2015-07-01 01:24:48	order	U465150815	P0022903311	1	599
2015-07-01 01:24:57	order	U207390564	P0007267735	1	639
2015-07-01 01:26:37	order	U464958517	P0013003362	1	799
2015-07-01 01:26:53	order	U465150815	P0001888460	2	260
2015-07-01 01:29:38	order	U442736519	P0002721084	1	588
2015-07-01 01:29:39	order	U450954641	P0006740650	1	2790
2015-07-01 01:29:54	order	U338922570	P0005942915	1	15000
2015-07-01 01:30:56	order	U465148165	P0022827254	1	599
2015-07-01 01:34:18	order	U385210425	P0011170972	1	2599
2015-07-01 01:34:28	order	U33930831	P0022827254	1	599
2015-07-01 01:35:12	order	U423414670	P0003339652	1	1580
2015-07-01 01:35:16	order	U442282926	P0014252066	1	1636
2015-07-01 01:35:42	order	U450946638	P0018741063	1	2649
2015-07-01 01:36:42	order	U464946854	P0006063702	1	980
2015-07-01 01:37:07	order	U465147963	P0007146860	1	1190
2015-07-01 01:38:50	order	U10080558332	P0000163833	1	199
2015-07-01 01:39:00	order	U302075949	P0024073416	1	221
2015-07-01 01:39:53	order	U185124713	P0014285736	1	4690
2015-07-01 01:40:45	order	U130358249	P0014577253	1	8990
2015-07-01 01:42:14	order	U442283128	P0014252066	1	1636
2015-07-01 01:42:42	order	U10080398248	P0018287964	1	17000
2015-07-01 01:43:46	order	U12642630	P0018884960006	1	343
2015-07-01 01:44:52	order	U302554359	P0003088746	1	800
2015-07-01 01:45:00	order	U388610468	P0012767322	1	4488
2015-07-01 01:45:02	order	U361528356	P0013367082	1	1196
2015-07-01 01:46:40	order	U338922570	P0018700091	2	4488
2015-07-01 01:46:48	order	U421412468	P0014506470005	1	999
2015-07-01 01:48:00	order	U302554359	P0003088746	1	800
2015-07-01 01:48:43	order	U427776328	P0018877062	1	699
2015-07-01 01:49:25	order	U1001378081	P0006507955	1	360
2015-07-01 01:49:38	order	U295300454	P0011172210136	1	1500
2015-07-01 01:50:53	order	U397090414	P0009889390	1	799
2015-07-01 01:51:08	order	U463716672	P0007292010036	1	3499
2015-07-01 01:51:18	order	U150532552	P0007552856	1	1050
2015-07-01 01:52:18	order	U388607034	P0012767322	1	4488
2015-07-01 01:52:47	order	U427776328	P0022827254	1	599
2015-07-01 01:54:22	order	U465168437	P0015194056	1	1080
2015-07-01 01:56:37	order	U150532552	P0007552856	1	1050
2015-07-01 01:56:38	order	U302554359	P0003088746	1	800
2015-07-01 01:56:42	order	U162433318	P0014560652	1	849
2015-07-01 01:56:57	order	U397090414	P0009889386	1	799
2015-07-01 01:57:46	order	U465162757	P0013832674	1	390
2015-07-01 01:58:57	order	U346448827	P0002905766	2	279
2015-07-01 02:00:24	order	U239061169	P0018415865	1	580
2015-07-01 02:00:51	order	U33017644	P0005926653	1	699
2015-07-01 02:01:04	order	U204156564	P0006587250014	1	899
2015-07-01 02:01:07	order	U302554359	P0004109652	1	930
2015-07-01 02:03:46	order	U125200663	P0022073656	1	21900
2015-07-01 02:03:47	order	U133670562	P0012770402	1	99
2015-07-01 02:05:36	order	U12642630	P0007026051	1	799
2015-07-01 02:07:02	order	U302554359	P0018902063	1	399
2015-07-01 02:08:40	order	U338922570	P0023728725	2	549
2015-07-01 02:09:08	order	U154472326	P0000810865	1	1369
2015-07-01 02:09:58	order	U46488849	P0002502791	1	999
2015-07-01 02:12:45	order	U151107527	P0023467860006	1	599
2015-07-01 02:16:42	order	U302554359	P0004047061	1	351
2015-07-01 02:16:56	order	U220356051	P0023737560	1	998
2015-07-01 02:17:03	order	U465172376	P0004607050	1	1099
2015-07-01 02:17:09	order	U268514275	P0017692463	1	230
2015-07-01 02:17:54	order	U448508364	P0024127200020	1	1566
2015-07-01 02:21:07	order	U390350567	P0021882162	1	759
2015-07-01 02:21:36	order	U420909847	P0004607050	1	1099
2015-07-01 02:22:16	order	U411968430	P0000591931	2	499
2015-07-01 02:25:03	order	U415068375	P0021904680011	1	649
2015-07-01 02:26:31	order	U333330653	P0010814576	3	289
2015-07-01 02:26:41	order	U44573859	P0004509083	1	550
2015-07-01 02:31:14	order	U156954352	P0000268295	1	379
2015-07-01 02:34:00	order	U410834510	P0023690590	2	1180
2015-07-01 02:35:13	order	U347692466	P0005387572	1	799
2015-07-01 02:35:32	order	U375276314	P0018318252	1	1680
2015-07-01 02:39:05	order	U465176339	P0005416331	1	929
2015-07-01 02:40:22	order	U465176642	P0005681770010	1	1699
2015-07-01 02:40:25	order	U465176440	P0018940375	1	1680
2015-07-01 02:43:10	order	U465176541	P0018776240000	1	990
2015-07-01 02:45:32	order	U209457016	P0001375470036	2	199
2015-07-01 02:46:30	order	U436102351	P0003951533	1	369
2015-07-01 02:46:54	order	U465163868	P0022007860	1	1090
2015-07-01 02:47:17	order	U465178359	P0003848700085	1	750
2015-07-01 02:47:49	order	U367934453	P0000100295	2	430
2015-07-01 02:48:26	order	U31133432	P0023253650	1	699
2015-07-01 02:49:03	order	U465163868	P0013099866	1	539
2015-07-01 02:56:57	order	U209457016	P0018297570056	1	891
2015-07-01 02:58:32	order	U283968276	P0005591990014	1	199
2015-07-01 03:08:42	order	U465178460	P0023634531	1	610
2015-07-01 03:15:16	order	U413042366	P0004528930092	1	245
2015-07-01 03:21:07	order	U397040655	P0004509083	1	550
2015-07-01 03:22:42	order	U427615840	P0007143426	1	22000
2015-07-01 03:27:04	order	U29594235	P0020006110036	1	999
2015-07-01 03:30:23	order	U199388749	P0005546531	3	69
2015-07-01 03:34:44	order	U426130346	P0021960900010	1	6280
2015-07-01 03:35:14	order	U448630453	P0005739451	1	2680
2015-07-01 03:46:38	order	U187772075	P0022267125	5	19
2015-07-01 03:49:17	order	U464778363	P0006851260010	1	199
2015-07-01 03:52:51	order	U33660649	P0005416331	1	929
2015-07-01 03:57:45	order	U33660649	P0023627450	1	799
2015-07-01 04:02:48	order	U128302450	P0005471140006	1	850
2015-07-01 04:08:22	order	U465147761	P0018687910010	1	199
2015-07-01 04:10:49	order	U33660649	P0022903311	1	599
2015-07-01 04:15:10	order	U33660649	P0023528164	1	545
2015-07-01 04:18:11	order	U33660649	P0005416331	1	929
2015-07-01 04:21:29	order	U463406248	P0005969353	1	3897
2015-07-01 04:23:23	order	U465184645	P0023398675	1	1680
2015-07-01 04:25:32	order	U33660649	P0003848640073	1	599
2015-07-01 04:27:29	order	U465184746	P0004134266	1	1780
2015-07-01 04:32:02	order	U465184342	P0023705323	1	1170
2015-07-01 04:39:10	order	U321836876	P0023590810036	1	17990
2015-07-01 04:49:37	order	U465194365	P0005111940013	1	930
2015-07-01 04:57:45	order	U33660649	P0003848540076	1	690
2015-07-01 05:06:17	order	U10120328428	P0003603062	1	899
2015-07-01 05:09:17	order	U384793413	P0005860540	1	4199
2015-07-01 05:10:40	order	U464549710	P0024127110000	1	2880
2015-07-01 05:29:27	order	U384793413	P0005860540	1	4199
2015-07-01 05:30:09	order	U395564376	P0018456465	1	710
2015-07-01 05:38:33	order	U12623380	P0004215060006	1	1288
2015-07-01 05:41:29	order	U33660649	P0004204686	1	799
2015-07-01 05:48:42	order	U384793413	P0005860540	1	4199
2015-07-01 05:51:35	order	U10031177222	P0014591250026	1	790
2015-07-01 05:53:07	order	U1012010329	P0003731394	1	605
2015-07-01 05:55:29	order	U10031177222	P0023355883	1	980
2015-07-01 06:00:13	order	U422531820	P0000431292	1	600
2015-07-01 06:02:26	order	U463956911	P0006156301	1	890
2015-07-01 06:03:57	order	U46396438	P0022354301	1	990
2015-07-01 06:05:32	order	U463956810	P0022354301	1	990
2015-07-01 06:14:26	order	U302825475	P0014252055	1	1636
2015-07-01 06:17:21	order	U238282459	P0006243053	1	7880
2015-07-01 06:23:02	order	U384793413	P0023527870015	1	2180
2015-07-01 06:28:14	order	U384793413	P0023527870004	1	2180
2015-07-01 06:29:08	order	U238282459	P0006243053	1	7880
2015-07-01 06:29:42	order	U423338276	P0002848860	3	109
2015-07-01 06:41:46	order	U425876953	P0018699690004	1	855
2015-07-01 06:42:36	order	U461770313	P0021931453	1	450
2015-07-01 06:53:41	order	U465200348	P0001357263	1	699
2015-07-01 06:57:25	order	U327422329	P0006518256	1	6388
2015-07-01 07:00:59	order	U423338276	P0014616862	1	2188
2015-07-01 07:04:59	order	U46511080	P0023726054	1	2020
2015-07-01 07:05:39	order	U303006336	P0012778743	1	1380
2015-07-01 07:07:05	order	U43592032	P0011176373	1	790
2015-07-01 07:16:21	order	U311393050	P0023677356	1	399
2015-07-01 07:21:53	order	U238282459	P0009962260011	1	6280
2015-07-01 07:25:25	order	U44175692	P0023590674	1	891
2015-07-01 07:29:24	order	U238282459	P0023936463	1	690
2015-07-01 07:31:23	order	U303006336	P0009915662	1	1880
2015-07-01 07:34:12	order	U41143498	P0005772981	1	699
2015-07-01 07:36:17	order	U322416319	P0023251270000	1	990
2015-07-01 07:46:07	order	U222044371	P0009962260000	1	6280
2015-07-01 07:50:02	order	U222044371	P0009962260011	1	6280
2015-07-01 07:52:38	order	U399392310	P0013097276	3	420
2015-07-01 07:54:18	order	U465185756	P0009777784	1	1196
2015-07-01 07:57:43	order	U465208351	P0009777655	1	1245
2015-07-01 08:00:13	order	U465185857	P0006587250003	1	899
2015-07-01 08:01:44	order	U12695012	P0001907942	1	260
2015-07-01 08:02:32	order	U43536647	P0013141820005	1	990
2015-07-01 08:06:21	order	U338150449	P0012133610075	1	1332
2015-07-01 08:07:46	order	U339736346	P0006322864	1	800
2015-07-01 08:09:18	order	U327645831	P0001951316	1	850
2015-07-01 08:10:43	order	U465186261	P0021949443	1	899
2015-07-01 08:13:18	order	U300332517	P0002734804	1	17100
2015-07-01 08:13:49	order	U152988246	P0022846865	1	31900
2015-07-01 08:14:57	order	U426178364	P0003737274	1	729
2015-07-01 08:15:17	order	U46195435	P0012982841	1	888
2015-07-01 08:16:29	order	U338150449	P0012133620074	1	1332
2015-07-01 08:20:28	order	U465218374	P0021949443	1	899
2015-07-01 08:28:24	order	U448708463	P0006031653	1	3900
2015-07-01 08:28:50	order	U465212718	P0022827254	1	599
2015-07-01 08:32:26	order	U300321157	P0015194056	1	1080
2015-07-01 08:32:33	order	U46522630	P0022827254	1	599
2015-07-01 08:33:40	order	U147036550	P0022845281	1	799
2015-07-01 08:36:34	order	U37738470	P0005756026	1	719
2015-07-01 08:37:45	order	U123836248	P0003594695	1	550
2015-07-01 08:40:19	order	U10007027675	P0006587250003	1	899
2015-07-01 08:40:55	order	U465212415	P0021949443	1	899
2015-07-01 08:41:18	order	U327645831	P0023946650000	1	1049
2015-07-01 08:44:06	order	U310098339	P0019448936	1	27900
2015-07-01 08:44:10	order	U151188769	P0007078455	1	850
2015-07-01 08:45:20	order	U157360028	P0022069740	1	411
2015-07-01 08:51:00	order	U465220317	P0021949443	1	899
2015-07-01 08:52:29	order	U10104152849	P0021914670013	1	2094
2015-07-01 08:52:41	order	U179922240	P0001028403	1	941
2015-07-01 08:53:28	order	U10067736418	P0018875670004	1	8800
2015-07-01 08:55:45	order	U330102434	P0013332664	1	23891
2015-07-01 08:58:06	order	U40897043	P0014460310012	1	339
2015-07-01 09:01:33	order	U465222337	P0021949443	1	899
2015-07-01 09:02:49	order	U465017265	P0018377730044	1	1505
2015-07-01 09:03:33	order	U125716462	P0003988460	1	990
2015-07-01 09:03:40	order	U407717020	P0022845281	1	799
2015-07-01 09:03:59	order	U220946325	P0000445056	1	790
2015-07-01 09:04:40	order	U157360028	P0022843690026	1	2121
2015-07-01 09:04:50	order	U239246474	P0005570840004	1	99
2015-07-01 09:08:30	order	U324146472	P0009677544	1	799
2015-07-01 09:09:31	order	U465213829	P0016080046	1	250
2015-07-01 09:14:05	order	U364898330	P0024132452	1	21500
2015-07-01 09:14:37	order	U154519334	P0005150375	1	690
2015-07-01 09:22:12	order	U32588039	P0023941083	1	880
2015-07-01 09:22:56	order	U42310785	P0009541770	1	3899
2015-07-01 09:23:17	order	U423104448	P0016497655	1	21900
2015-07-01 09:23:49	order	U124590646	P0001639340032	1	390
2015-07-01 09:26:16	order	U338201016	P0024027050036	1	450
2015-07-01 09:26:44	order	U10078278526	P0022780280003	1	499
2015-07-01 09:28:19	order	U458550376	P0016383124	1	4880
2015-07-01 09:29:55	order	U454430371	P0012697140013	1	349
2015-07-01 09:30:06	order	U158644514	P0023726054	1	2020
2015-07-01 09:35:14	order	U465212819	P0018284464	1	699
2015-07-01 09:36:57	order	U422757948	P0014321790	1	44555
2015-07-01 09:37:32	order	U164150014	P0023884180040	1	2018
2015-07-01 09:38:26	order	U141844932	P0013081552	1	165
2015-07-01 09:39:02	order	U30092381	P0006463820005	1	249
2015-07-01 09:40:30	order	U156234414	P0011071250002	1	990
2015-07-01 09:41:05	order	U384240427	P0006882035	1	699
2015-07-01 09:43:00	order	U156234414	P0011071250013	1	990
2015-07-01 09:43:43	order	U13482018	P0003146861	1	480
2015-07-01 09:44:52	order	U191848328	P0019801051	1	599
2015-07-01 09:45:28	order	U436926352	P0018821880	2	1275
2015-07-01 09:46:53	order	U439875351	P0023397371	1	699
2015-07-01 09:48:11	order	U332196329	P0022534772	1	699
2015-07-01 09:50:18	order	U385396841	P0023932140024	1	1880
2015-07-01 09:50:37	order	U423892373	P0006221110	1	47900
2015-07-01 09:51:28	order	U430726438	P0023947490022	1	890
2015-07-01 09:51:52	order	U465244528	P0022827254	1	599
2015-07-01 09:53:16	order	U312140253	P0018771100036	1	1990
2015-07-01 09:54:21	order	U1004487407	P0018769704	1	890
2015-07-01 09:58:49	order	U376378424	P0006940452	1	980
2015-07-01 09:59:44	order	U136370030	P0005572394	1	888
2015-07-01 10:00:54	order	U46524236	P0000258742	1	750
2015-07-01 10:00:58	order	U161226337	P0013832674	1	390
2015-07-01 10:04:24	order	U464928424	P0004134266	1	1780
2015-07-01 10:05:49	order	U291944365	P0006221283	1	4090
2015-07-01 10:07:06	order	U454430371	P0018381660006	1	599
2015-07-01 10:09:05	order	U141714032	P0021960910016	1	6480
2015-07-01 10:09:17	order	U415840621	P0022827254	1	599
2015-07-01 10:09:21	order	U153951958	P0004466464	1	450
